name,description,type,rarity,vendor_value,id,icon,listings,unit_price,quantity
Carrion Seer Coat of the Centaur,,Armor,Exotic,354,88,https://render.guildwars2.com/file/FB0AA64F98303AE5112408EF3DC8C7307EA118F8/61011.png,1,1654,3
Carrion Seer Coat of the Centaur,,Armor,Exotic,354,88,https://render.guildwars2.com/file/FB0AA64F98303AE5112408EF3DC8C7307EA118F8/61011.png,1,1508,66
Carrion Seer Coat of the Centaur,,Armor,Exotic,354,88,https://render.guildwars2.com/file/FB0AA64F98303AE5112408EF3DC8C7307EA118F8/61011.png,1,1501,3
Carrion Seer Coat of the Centaur,,Armor,Exotic,354,88,https://render.guildwars2.com/file/FB0AA64F98303AE5112408EF3DC8C7307EA118F8/61011.png,1,1401,64
Carrion Seer Coat of the Centaur,,Armor,Exotic,354,88,https://render.guildwars2.com/file/FB0AA64F98303AE5112408EF3DC8C7307EA118F8/61011.png,1,1176,3
Carrion Seer Coat of the Centaur,,Armor,Exotic,354,88,https://render.guildwars2.com/file/FB0AA64F98303AE5112408EF3DC8C7307EA118F8/61011.png,1,1169,2
Carrion Seer Coat of the Centaur,,Armor,Exotic,354,88,https://render.guildwars2.com/file/FB0AA64F98303AE5112408EF3DC8C7307EA118F8/61011.png,1,1075,11
Carrion Seer Coat of the Centaur,,Armor,Exotic,354,88,https://render.guildwars2.com/file/FB0AA64F98303AE5112408EF3DC8C7307EA118F8/61011.png,1,1054,61
Carrion Seer Coat of the Centaur,,Armor,Exotic,354,88,https://render.guildwars2.com/file/FB0AA64F98303AE5112408EF3DC8C7307EA118F8/61011.png,1,1053,11
Carrion Seer Coat of the Centaur,,Armor,Exotic,354,88,https://render.guildwars2.com/file/FB0AA64F98303AE5112408EF3DC8C7307EA118F8/61011.png,1,1048,11
Carrion Seer Coat of the Centaur,,Armor,Exotic,354,88,https://render.guildwars2.com/file/FB0AA64F98303AE5112408EF3DC8C7307EA118F8/61011.png,1,1020,64
Carrion Seer Coat of the Centaur,,Armor,Exotic,354,88,https://render.guildwars2.com/file/FB0AA64F98303AE5112408EF3DC8C7307EA118F8/61011.png,1,1000,1
Carrion Seer Coat of the Centaur,,Armor,Exotic,354,88,https://render.guildwars2.com/file/FB0AA64F98303AE5112408EF3DC8C7307EA118F8/61011.png,1,525,2
Carrion Seer Coat of the Centaur,,Armor,Exotic,354,88,https://render.guildwars2.com/file/FB0AA64F98303AE5112408EF3DC8C7307EA118F8/61011.png,1,441,1
Carrion Seer Coat of the Centaur,,Armor,Exotic,354,88,https://render.guildwars2.com/file/FB0AA64F98303AE5112408EF3DC8C7307EA118F8/61011.png,1,417,1
Carrion Seer Coat of the Centaur,,Armor,Exotic,354,88,https://render.guildwars2.com/file/FB0AA64F98303AE5112408EF3DC8C7307EA118F8/61011.png,3,355,4
Carrion Sneakthief Mask of Balthazar,,Armor,Exotic,295,89,https://render.guildwars2.com/file/65A0C7367206E6CE4EC7C8CBE07EABAE0191BFBA/561548.png,1,2259,50
Carrion Sneakthief Mask of Balthazar,,Armor,Exotic,295,89,https://render.guildwars2.com/file/65A0C7367206E6CE4EC7C8CBE07EABAE0191BFBA/561548.png,1,2258,1
Carrion Sneakthief Mask of Balthazar,,Armor,Exotic,295,89,https://render.guildwars2.com/file/65A0C7367206E6CE4EC7C8CBE07EABAE0191BFBA/561548.png,1,2253,19
Carrion Sneakthief Mask of Balthazar,,Armor,Exotic,295,89,https://render.guildwars2.com/file/65A0C7367206E6CE4EC7C8CBE07EABAE0191BFBA/561548.png,1,2244,1
Carrion Sneakthief Mask of Balthazar,,Armor,Exotic,295,89,https://render.guildwars2.com/file/65A0C7367206E6CE4EC7C8CBE07EABAE0191BFBA/561548.png,1,2214,2
Carrion Sneakthief Mask of Balthazar,,Armor,Exotic,295,89,https://render.guildwars2.com/file/65A0C7367206E6CE4EC7C8CBE07EABAE0191BFBA/561548.png,1,2136,1
Carrion Sneakthief Mask of Balthazar,,Armor,Exotic,295,89,https://render.guildwars2.com/file/65A0C7367206E6CE4EC7C8CBE07EABAE0191BFBA/561548.png,1,2128,87
Carrion Sneakthief Mask of Balthazar,,Armor,Exotic,295,89,https://render.guildwars2.com/file/65A0C7367206E6CE4EC7C8CBE07EABAE0191BFBA/561548.png,1,2123,1
Carrion Sneakthief Mask of Balthazar,,Armor,Exotic,295,89,https://render.guildwars2.com/file/65A0C7367206E6CE4EC7C8CBE07EABAE0191BFBA/561548.png,1,2115,40
Carrion Sneakthief Mask of Balthazar,,Armor,Exotic,295,89,https://render.guildwars2.com/file/65A0C7367206E6CE4EC7C8CBE07EABAE0191BFBA/561548.png,1,2048,7
Carrion Sneakthief Mask of Balthazar,,Armor,Exotic,295,89,https://render.guildwars2.com/file/65A0C7367206E6CE4EC7C8CBE07EABAE0191BFBA/561548.png,1,2002,4
Carrion Sneakthief Mask of Balthazar,,Armor,Exotic,295,89,https://render.guildwars2.com/file/65A0C7367206E6CE4EC7C8CBE07EABAE0191BFBA/561548.png,1,1978,2
Carrion Sneakthief Mask of Balthazar,,Armor,Exotic,295,89,https://render.guildwars2.com/file/65A0C7367206E6CE4EC7C8CBE07EABAE0191BFBA/561548.png,1,1976,5
Carrion Sneakthief Mask of Balthazar,,Armor,Exotic,295,89,https://render.guildwars2.com/file/65A0C7367206E6CE4EC7C8CBE07EABAE0191BFBA/561548.png,1,1975,6
Carrion Sneakthief Mask of Balthazar,,Armor,Exotic,295,89,https://render.guildwars2.com/file/65A0C7367206E6CE4EC7C8CBE07EABAE0191BFBA/561548.png,1,1972,78
Carrion Sneakthief Mask of Balthazar,,Armor,Exotic,295,89,https://render.guildwars2.com/file/65A0C7367206E6CE4EC7C8CBE07EABAE0191BFBA/561548.png,1,1969,7
Carrion Sneakthief Mask of Balthazar,,Armor,Exotic,295,89,https://render.guildwars2.com/file/65A0C7367206E6CE4EC7C8CBE07EABAE0191BFBA/561548.png,1,1955,4
Carrion Sneakthief Mask of Balthazar,,Armor,Exotic,295,89,https://render.guildwars2.com/file/65A0C7367206E6CE4EC7C8CBE07EABAE0191BFBA/561548.png,1,1879,76
Carrion Sneakthief Mask of Balthazar,,Armor,Exotic,295,89,https://render.guildwars2.com/file/65A0C7367206E6CE4EC7C8CBE07EABAE0191BFBA/561548.png,1,1851,1
Carrion Sneakthief Mask of Balthazar,,Armor,Exotic,295,89,https://render.guildwars2.com/file/65A0C7367206E6CE4EC7C8CBE07EABAE0191BFBA/561548.png,1,1700,22
Carrion Sneakthief Mask of Balthazar,,Armor,Exotic,295,89,https://render.guildwars2.com/file/65A0C7367206E6CE4EC7C8CBE07EABAE0191BFBA/561548.png,1,1667,1
Carrion Sneakthief Mask of Balthazar,,Armor,Exotic,295,89,https://render.guildwars2.com/file/65A0C7367206E6CE4EC7C8CBE07EABAE0191BFBA/561548.png,1,1650,2
Carrion Sneakthief Mask of Balthazar,,Armor,Exotic,295,89,https://render.guildwars2.com/file/65A0C7367206E6CE4EC7C8CBE07EABAE0191BFBA/561548.png,1,1643,1
Carrion Sneakthief Mask of Balthazar,,Armor,Exotic,295,89,https://render.guildwars2.com/file/65A0C7367206E6CE4EC7C8CBE07EABAE0191BFBA/561548.png,1,1641,2
Carrion Sneakthief Mask of Balthazar,,Armor,Exotic,295,89,https://render.guildwars2.com/file/65A0C7367206E6CE4EC7C8CBE07EABAE0191BFBA/561548.png,1,1632,1
Carrion Sneakthief Mask of Balthazar,,Armor,Exotic,295,89,https://render.guildwars2.com/file/65A0C7367206E6CE4EC7C8CBE07EABAE0191BFBA/561548.png,1,1631,2
Carrion Sneakthief Mask of Balthazar,,Armor,Exotic,295,89,https://render.guildwars2.com/file/65A0C7367206E6CE4EC7C8CBE07EABAE0191BFBA/561548.png,1,1619,3
Carrion Sneakthief Mask of Balthazar,,Armor,Exotic,295,89,https://render.guildwars2.com/file/65A0C7367206E6CE4EC7C8CBE07EABAE0191BFBA/561548.png,1,1608,49
Carrion Sneakthief Mask of Balthazar,,Armor,Exotic,295,89,https://render.guildwars2.com/file/65A0C7367206E6CE4EC7C8CBE07EABAE0191BFBA/561548.png,1,1607,40
Carrion Sneakthief Mask of Balthazar,,Armor,Exotic,295,89,https://render.guildwars2.com/file/65A0C7367206E6CE4EC7C8CBE07EABAE0191BFBA/561548.png,1,1009,93
Carrion Sneakthief Mask of Balthazar,,Armor,Exotic,295,89,https://render.guildwars2.com/file/65A0C7367206E6CE4EC7C8CBE07EABAE0191BFBA/561548.png,1,1008,8
Carrion Sneakthief Mask of Balthazar,,Armor,Exotic,295,89,https://render.guildwars2.com/file/65A0C7367206E6CE4EC7C8CBE07EABAE0191BFBA/561548.png,2,1000,2
Carrion Sneakthief Mask of Balthazar,,Armor,Exotic,295,89,https://render.guildwars2.com/file/65A0C7367206E6CE4EC7C8CBE07EABAE0191BFBA/561548.png,1,520,1
Carrion Sneakthief Mask of Balthazar,,Armor,Exotic,295,89,https://render.guildwars2.com/file/65A0C7367206E6CE4EC7C8CBE07EABAE0191BFBA/561548.png,4,348,4
Carrion Sneakthief Mask of Balthazar,,Armor,Exotic,295,89,https://render.guildwars2.com/file/65A0C7367206E6CE4EC7C8CBE07EABAE0191BFBA/561548.png,1,296,1
Berserker's Reinforced Scale Boots,,Armor,Fine,52,90,https://render.guildwars2.com/file/17C9516D0F0B2EBA616ED794C00F59411E931702/61014.png,1,62,216
Carrion Seer Coat of the Afflicted,,Armor,Exotic,390,91,https://render.guildwars2.com/file/FB0AA64F98303AE5112408EF3DC8C7307EA118F8/61011.png,1,3005,15
Carrion Seer Coat of the Afflicted,,Armor,Exotic,390,91,https://render.guildwars2.com/file/FB0AA64F98303AE5112408EF3DC8C7307EA118F8/61011.png,1,3004,12
Carrion Seer Coat of the Afflicted,,Armor,Exotic,390,91,https://render.guildwars2.com/file/FB0AA64F98303AE5112408EF3DC8C7307EA118F8/61011.png,1,3003,20
Carrion Seer Coat of the Afflicted,,Armor,Exotic,390,91,https://render.guildwars2.com/file/FB0AA64F98303AE5112408EF3DC8C7307EA118F8/61011.png,1,2511,48
Carrion Seer Coat of the Afflicted,,Armor,Exotic,390,91,https://render.guildwars2.com/file/FB0AA64F98303AE5112408EF3DC8C7307EA118F8/61011.png,1,2507,40
Carrion Seer Coat of the Afflicted,,Armor,Exotic,390,91,https://render.guildwars2.com/file/FB0AA64F98303AE5112408EF3DC8C7307EA118F8/61011.png,1,2501,1
Carrion Seer Coat of the Afflicted,,Armor,Exotic,390,91,https://render.guildwars2.com/file/FB0AA64F98303AE5112408EF3DC8C7307EA118F8/61011.png,1,2423,10
Carrion Seer Coat of the Afflicted,,Armor,Exotic,390,91,https://render.guildwars2.com/file/FB0AA64F98303AE5112408EF3DC8C7307EA118F8/61011.png,1,2418,75
Carrion Seer Coat of the Afflicted,,Armor,Exotic,390,91,https://render.guildwars2.com/file/FB0AA64F98303AE5112408EF3DC8C7307EA118F8/61011.png,1,2416,21
Carrion Seer Coat of the Afflicted,,Armor,Exotic,390,91,https://render.guildwars2.com/file/FB0AA64F98303AE5112408EF3DC8C7307EA118F8/61011.png,1,2294,25
Carrion Seer Coat of the Afflicted,,Armor,Exotic,390,91,https://render.guildwars2.com/file/FB0AA64F98303AE5112408EF3DC8C7307EA118F8/61011.png,1,2289,19
Carrion Seer Coat of the Afflicted,,Armor,Exotic,390,91,https://render.guildwars2.com/file/FB0AA64F98303AE5112408EF3DC8C7307EA118F8/61011.png,1,2235,73
Carrion Seer Coat of the Afflicted,,Armor,Exotic,390,91,https://render.guildwars2.com/file/FB0AA64F98303AE5112408EF3DC8C7307EA118F8/61011.png,1,2150,1
Carrion Seer Coat of the Afflicted,,Armor,Exotic,390,91,https://render.guildwars2.com/file/FB0AA64F98303AE5112408EF3DC8C7307EA118F8/61011.png,1,2132,32
Carrion Seer Coat of the Afflicted,,Armor,Exotic,390,91,https://render.guildwars2.com/file/FB0AA64F98303AE5112408EF3DC8C7307EA118F8/61011.png,1,2020,14
Carrion Seer Coat of the Afflicted,,Armor,Exotic,390,91,https://render.guildwars2.com/file/FB0AA64F98303AE5112408EF3DC8C7307EA118F8/61011.png,1,1970,25
Carrion Seer Coat of the Afflicted,,Armor,Exotic,390,91,https://render.guildwars2.com/file/FB0AA64F98303AE5112408EF3DC8C7307EA118F8/61011.png,1,1932,11
Carrion Seer Coat of the Afflicted,,Armor,Exotic,390,91,https://render.guildwars2.com/file/FB0AA64F98303AE5112408EF3DC8C7307EA118F8/61011.png,1,1880,2
Carrion Seer Coat of the Afflicted,,Armor,Exotic,390,91,https://render.guildwars2.com/file/FB0AA64F98303AE5112408EF3DC8C7307EA118F8/61011.png,1,1878,2
Carrion Seer Coat of the Afflicted,,Armor,Exotic,390,91,https://render.guildwars2.com/file/FB0AA64F98303AE5112408EF3DC8C7307EA118F8/61011.png,1,1868,9
Carrion Seer Coat of the Afflicted,,Armor,Exotic,390,91,https://render.guildwars2.com/file/FB0AA64F98303AE5112408EF3DC8C7307EA118F8/61011.png,1,1865,17
Carrion Seer Coat of the Afflicted,,Armor,Exotic,390,91,https://render.guildwars2.com/file/FB0AA64F98303AE5112408EF3DC8C7307EA118F8/61011.png,1,1837,3
Carrion Seer Coat of the Afflicted,,Armor,Exotic,390,91,https://render.guildwars2.com/file/FB0AA64F98303AE5112408EF3DC8C7307EA118F8/61011.png,1,1835,20
Carrion Seer Coat of the Afflicted,,Armor,Exotic,390,91,https://render.guildwars2.com/file/FB0AA64F98303AE5112408EF3DC8C7307EA118F8/61011.png,1,1834,5
Carrion Seer Coat of the Afflicted,,Armor,Exotic,390,91,https://render.guildwars2.com/file/FB0AA64F98303AE5112408EF3DC8C7307EA118F8/61011.png,1,1701,1
Carrion Seer Coat of the Afflicted,,Armor,Exotic,390,91,https://render.guildwars2.com/file/FB0AA64F98303AE5112408EF3DC8C7307EA118F8/61011.png,1,1700,20
Carrion Seer Coat of the Afflicted,,Armor,Exotic,390,91,https://render.guildwars2.com/file/FB0AA64F98303AE5112408EF3DC8C7307EA118F8/61011.png,1,1674,5
Carrion Seer Coat of the Afflicted,,Armor,Exotic,390,91,https://render.guildwars2.com/file/FB0AA64F98303AE5112408EF3DC8C7307EA118F8/61011.png,1,1670,2
Carrion Seer Coat of the Afflicted,,Armor,Exotic,390,91,https://render.guildwars2.com/file/FB0AA64F98303AE5112408EF3DC8C7307EA118F8/61011.png,1,1668,2
Carrion Seer Coat of the Afflicted,,Armor,Exotic,390,91,https://render.guildwars2.com/file/FB0AA64F98303AE5112408EF3DC8C7307EA118F8/61011.png,1,1610,11
Carrion Seer Coat of the Afflicted,,Armor,Exotic,390,91,https://render.guildwars2.com/file/FB0AA64F98303AE5112408EF3DC8C7307EA118F8/61011.png,1,1592,9
Carrion Seer Coat of the Afflicted,,Armor,Exotic,390,91,https://render.guildwars2.com/file/FB0AA64F98303AE5112408EF3DC8C7307EA118F8/61011.png,1,1475,2
Carrion Seer Coat of the Afflicted,,Armor,Exotic,390,91,https://render.guildwars2.com/file/FB0AA64F98303AE5112408EF3DC8C7307EA118F8/61011.png,1,1463,1
Carrion Seer Coat of the Afflicted,,Armor,Exotic,390,91,https://render.guildwars2.com/file/FB0AA64F98303AE5112408EF3DC8C7307EA118F8/61011.png,1,1448,14
Carrion Seer Coat of the Afflicted,,Armor,Exotic,390,91,https://render.guildwars2.com/file/FB0AA64F98303AE5112408EF3DC8C7307EA118F8/61011.png,1,1443,102
Carrion Seer Coat of the Afflicted,,Armor,Exotic,390,91,https://render.guildwars2.com/file/FB0AA64F98303AE5112408EF3DC8C7307EA118F8/61011.png,1,1257,92
Carrion Seer Coat of the Afflicted,,Armor,Exotic,390,91,https://render.guildwars2.com/file/FB0AA64F98303AE5112408EF3DC8C7307EA118F8/61011.png,1,1246,46
Carrion Seer Coat of the Afflicted,,Armor,Exotic,390,91,https://render.guildwars2.com/file/FB0AA64F98303AE5112408EF3DC8C7307EA118F8/61011.png,1,1112,139
Carrion Seer Coat of the Afflicted,,Armor,Exotic,390,91,https://render.guildwars2.com/file/FB0AA64F98303AE5112408EF3DC8C7307EA118F8/61011.png,1,1111,1
Carrion Seer Coat of the Afflicted,,Armor,Exotic,390,91,https://render.guildwars2.com/file/FB0AA64F98303AE5112408EF3DC8C7307EA118F8/61011.png,2,891,2
Carrion Seer Coat of the Afflicted,,Armor,Exotic,390,91,https://render.guildwars2.com/file/FB0AA64F98303AE5112408EF3DC8C7307EA118F8/61011.png,1,600,1
Carrion Seer Coat of the Afflicted,,Armor,Exotic,390,91,https://render.guildwars2.com/file/FB0AA64F98303AE5112408EF3DC8C7307EA118F8/61011.png,1,591,1
Carrion Seer Coat of the Afflicted,,Armor,Exotic,390,91,https://render.guildwars2.com/file/FB0AA64F98303AE5112408EF3DC8C7307EA118F8/61011.png,1,500,1
Carrion Seer Coat of the Afflicted,,Armor,Exotic,390,91,https://render.guildwars2.com/file/FB0AA64F98303AE5112408EF3DC8C7307EA118F8/61011.png,2,459,2
Carrion Seer Coat of the Afflicted,,Armor,Exotic,390,91,https://render.guildwars2.com/file/FB0AA64F98303AE5112408EF3DC8C7307EA118F8/61011.png,1,392,1
Carrion Seer Coat of the Afflicted,,Armor,Exotic,390,91,https://render.guildwars2.com/file/FB0AA64F98303AE5112408EF3DC8C7307EA118F8/61011.png,14,391,40
Carrion Sneakthief Mask of the Flame Legion,,Armor,Exotic,325,92,https://render.guildwars2.com/file/65A0C7367206E6CE4EC7C8CBE07EABAE0191BFBA/561548.png,1,2145,50
Carrion Sneakthief Mask of the Flame Legion,,Armor,Exotic,325,92,https://render.guildwars2.com/file/65A0C7367206E6CE4EC7C8CBE07EABAE0191BFBA/561548.png,1,2132,27
Carrion Sneakthief Mask of the Flame Legion,,Armor,Exotic,325,92,https://render.guildwars2.com/file/65A0C7367206E6CE4EC7C8CBE07EABAE0191BFBA/561548.png,1,2131,32
Carrion Sneakthief Mask of the Flame Legion,,Armor,Exotic,325,92,https://render.guildwars2.com/file/65A0C7367206E6CE4EC7C8CBE07EABAE0191BFBA/561548.png,1,2130,2
Carrion Sneakthief Mask of the Flame Legion,,Armor,Exotic,325,92,https://render.guildwars2.com/file/65A0C7367206E6CE4EC7C8CBE07EABAE0191BFBA/561548.png,1,2125,48
Carrion Sneakthief Mask of the Flame Legion,,Armor,Exotic,325,92,https://render.guildwars2.com/file/65A0C7367206E6CE4EC7C8CBE07EABAE0191BFBA/561548.png,1,2123,2
Carrion Sneakthief Mask of the Flame Legion,,Armor,Exotic,325,92,https://render.guildwars2.com/file/65A0C7367206E6CE4EC7C8CBE07EABAE0191BFBA/561548.png,1,2055,46
Carrion Sneakthief Mask of the Flame Legion,,Armor,Exotic,325,92,https://render.guildwars2.com/file/65A0C7367206E6CE4EC7C8CBE07EABAE0191BFBA/561548.png,1,1930,2
Carrion Sneakthief Mask of the Flame Legion,,Armor,Exotic,325,92,https://render.guildwars2.com/file/65A0C7367206E6CE4EC7C8CBE07EABAE0191BFBA/561548.png,1,1926,5
Carrion Sneakthief Mask of the Flame Legion,,Armor,Exotic,325,92,https://render.guildwars2.com/file/65A0C7367206E6CE4EC7C8CBE07EABAE0191BFBA/561548.png,1,1921,1
Carrion Sneakthief Mask of the Flame Legion,,Armor,Exotic,325,92,https://render.guildwars2.com/file/65A0C7367206E6CE4EC7C8CBE07EABAE0191BFBA/561548.png,1,1920,2
Carrion Sneakthief Mask of the Flame Legion,,Armor,Exotic,325,92,https://render.guildwars2.com/file/65A0C7367206E6CE4EC7C8CBE07EABAE0191BFBA/561548.png,1,1858,24
Carrion Sneakthief Mask of the Flame Legion,,Armor,Exotic,325,92,https://render.guildwars2.com/file/65A0C7367206E6CE4EC7C8CBE07EABAE0191BFBA/561548.png,1,1764,4
Carrion Sneakthief Mask of the Flame Legion,,Armor,Exotic,325,92,https://render.guildwars2.com/file/65A0C7367206E6CE4EC7C8CBE07EABAE0191BFBA/561548.png,1,1749,24
Carrion Sneakthief Mask of the Flame Legion,,Armor,Exotic,325,92,https://render.guildwars2.com/file/65A0C7367206E6CE4EC7C8CBE07EABAE0191BFBA/561548.png,1,1624,20
Carrion Sneakthief Mask of the Flame Legion,,Armor,Exotic,325,92,https://render.guildwars2.com/file/65A0C7367206E6CE4EC7C8CBE07EABAE0191BFBA/561548.png,1,1617,1
Carrion Sneakthief Mask of the Flame Legion,,Armor,Exotic,325,92,https://render.guildwars2.com/file/65A0C7367206E6CE4EC7C8CBE07EABAE0191BFBA/561548.png,1,1590,4
Carrion Sneakthief Mask of the Flame Legion,,Armor,Exotic,325,92,https://render.guildwars2.com/file/65A0C7367206E6CE4EC7C8CBE07EABAE0191BFBA/561548.png,1,1541,2
Carrion Sneakthief Mask of the Flame Legion,,Armor,Exotic,325,92,https://render.guildwars2.com/file/65A0C7367206E6CE4EC7C8CBE07EABAE0191BFBA/561548.png,1,1540,8
Carrion Sneakthief Mask of the Flame Legion,,Armor,Exotic,325,92,https://render.guildwars2.com/file/65A0C7367206E6CE4EC7C8CBE07EABAE0191BFBA/561548.png,1,1531,247
Carrion Sneakthief Mask of the Flame Legion,,Armor,Exotic,325,92,https://render.guildwars2.com/file/65A0C7367206E6CE4EC7C8CBE07EABAE0191BFBA/561548.png,1,1528,11
Carrion Sneakthief Mask of the Flame Legion,,Armor,Exotic,325,92,https://render.guildwars2.com/file/65A0C7367206E6CE4EC7C8CBE07EABAE0191BFBA/561548.png,1,688,127
Carrion Sneakthief Mask of the Flame Legion,,Armor,Exotic,325,92,https://render.guildwars2.com/file/65A0C7367206E6CE4EC7C8CBE07EABAE0191BFBA/561548.png,1,687,6
Carrion Sneakthief Mask of the Flame Legion,,Armor,Exotic,325,92,https://render.guildwars2.com/file/65A0C7367206E6CE4EC7C8CBE07EABAE0191BFBA/561548.png,1,686,11
Carrion Sneakthief Mask of the Flame Legion,,Armor,Exotic,325,92,https://render.guildwars2.com/file/65A0C7367206E6CE4EC7C8CBE07EABAE0191BFBA/561548.png,1,685,96
Carrion Sneakthief Mask of the Flame Legion,,Armor,Exotic,325,92,https://render.guildwars2.com/file/65A0C7367206E6CE4EC7C8CBE07EABAE0191BFBA/561548.png,1,684,75
Carrion Sneakthief Mask of the Flame Legion,,Armor,Exotic,325,92,https://render.guildwars2.com/file/65A0C7367206E6CE4EC7C8CBE07EABAE0191BFBA/561548.png,1,683,10
Carrion Sneakthief Mask of the Flame Legion,,Armor,Exotic,325,92,https://render.guildwars2.com/file/65A0C7367206E6CE4EC7C8CBE07EABAE0191BFBA/561548.png,1,500,1
Carrion Sneakthief Mask of the Flame Legion,,Armor,Exotic,325,92,https://render.guildwars2.com/file/65A0C7367206E6CE4EC7C8CBE07EABAE0191BFBA/561548.png,2,383,21
Carrion Sneakthief Mask of the Flame Legion,,Armor,Exotic,325,92,https://render.guildwars2.com/file/65A0C7367206E6CE4EC7C8CBE07EABAE0191BFBA/561548.png,10,326,42
Shiro's Mask,,Armor,Exotic,330,93,https://render.guildwars2.com/file/65A0C7367206E6CE4EC7C8CBE07EABAE0191BFBA/561548.png,1,2370,3
Shiro's Mask,,Armor,Exotic,330,93,https://render.guildwars2.com/file/65A0C7367206E6CE4EC7C8CBE07EABAE0191BFBA/561548.png,1,2369,19
Shiro's Mask,,Armor,Exotic,330,93,https://render.guildwars2.com/file/65A0C7367206E6CE4EC7C8CBE07EABAE0191BFBA/561548.png,1,2368,1
Shiro's Mask,,Armor,Exotic,330,93,https://render.guildwars2.com/file/65A0C7367206E6CE4EC7C8CBE07EABAE0191BFBA/561548.png,1,2365,25
Shiro's Mask,,Armor,Exotic,330,93,https://render.guildwars2.com/file/65A0C7367206E6CE4EC7C8CBE07EABAE0191BFBA/561548.png,1,2349,5
Shiro's Mask,,Armor,Exotic,330,93,https://render.guildwars2.com/file/65A0C7367206E6CE4EC7C8CBE07EABAE0191BFBA/561548.png,1,2344,6
Shiro's Mask,,Armor,Exotic,330,93,https://render.guildwars2.com/file/65A0C7367206E6CE4EC7C8CBE07EABAE0191BFBA/561548.png,1,2340,12
Shiro's Mask,,Armor,Exotic,330,93,https://render.guildwars2.com/file/65A0C7367206E6CE4EC7C8CBE07EABAE0191BFBA/561548.png,1,2339,1
Shiro's Mask,,Armor,Exotic,330,93,https://render.guildwars2.com/file/65A0C7367206E6CE4EC7C8CBE07EABAE0191BFBA/561548.png,1,2337,29
