name,description,type,rarity,vendor_value,id,icon,listings,unit_price,quantity
Sealed Package of Snowballs,Open this package to create several snowballs that can hit anyone else holding a snowball.,Consumable,Basic,0,24,https://render.guildwars2.com/file/1D05D1EE04E16E69710E1EAB11AC466BBF105778/219347.png,4,279,17
Sealed Package of Snowballs,Open this package to create several snowballs that can hit anyone else holding a snowball.,Consumable,Basic,0,24,https://render.guildwars2.com/file/1D05D1EE04E16E69710E1EAB11AC466BBF105778/219347.png,1,280,3
Sealed Package of Snowballs,Open this package to create several snowballs that can hit anyone else holding a snowball.,Consumable,Basic,0,24,https://render.guildwars2.com/file/1D05D1EE04E16E69710E1EAB11AC466BBF105778/219347.png,2,284,9
Sealed Package of Snowballs,Open this package to create several snowballs that can hit anyone else holding a snowball.,Consumable,Basic,0,24,https://render.guildwars2.com/file/1D05D1EE04E16E69710E1EAB11AC466BBF105778/219347.png,2,285,2
Sealed Package of Snowballs,Open this package to create several snowballs that can hit anyone else holding a snowball.,Consumable,Basic,0,24,https://render.guildwars2.com/file/1D05D1EE04E16E69710E1EAB11AC466BBF105778/219347.png,2,286,7
Sealed Package of Snowballs,Open this package to create several snowballs that can hit anyone else holding a snowball.,Consumable,Basic,0,24,https://render.guildwars2.com/file/1D05D1EE04E16E69710E1EAB11AC466BBF105778/219347.png,2,287,8
Sealed Package of Snowballs,Open this package to create several snowballs that can hit anyone else holding a snowball.,Consumable,Basic,0,24,https://render.guildwars2.com/file/1D05D1EE04E16E69710E1EAB11AC466BBF105778/219347.png,1,288,94
Sealed Package of Snowballs,Open this package to create several snowballs that can hit anyone else holding a snowball.,Consumable,Basic,0,24,https://render.guildwars2.com/file/1D05D1EE04E16E69710E1EAB11AC466BBF105778/219347.png,4,289,8
Sealed Package of Snowballs,Open this package to create several snowballs that can hit anyone else holding a snowball.,Consumable,Basic,0,24,https://render.guildwars2.com/file/1D05D1EE04E16E69710E1EAB11AC466BBF105778/219347.png,3,290,58
Sealed Package of Snowballs,Open this package to create several snowballs that can hit anyone else holding a snowball.,Consumable,Basic,0,24,https://render.guildwars2.com/file/1D05D1EE04E16E69710E1EAB11AC466BBF105778/219347.png,1,317,5
Sealed Package of Snowballs,Open this package to create several snowballs that can hit anyone else holding a snowball.,Consumable,Basic,0,24,https://render.guildwars2.com/file/1D05D1EE04E16E69710E1EAB11AC466BBF105778/219347.png,3,318,4
Sealed Package of Snowballs,Open this package to create several snowballs that can hit anyone else holding a snowball.,Consumable,Basic,0,24,https://render.guildwars2.com/file/1D05D1EE04E16E69710E1EAB11AC466BBF105778/219347.png,4,319,6
Sealed Package of Snowballs,Open this package to create several snowballs that can hit anyone else holding a snowball.,Consumable,Basic,0,24,https://render.guildwars2.com/file/1D05D1EE04E16E69710E1EAB11AC466BBF105778/219347.png,1,354,10
Sealed Package of Snowballs,Open this package to create several snowballs that can hit anyone else holding a snowball.,Consumable,Basic,0,24,https://render.guildwars2.com/file/1D05D1EE04E16E69710E1EAB11AC466BBF105778/219347.png,1,355,2
Sealed Package of Snowballs,Open this package to create several snowballs that can hit anyone else holding a snowball.,Consumable,Basic,0,24,https://render.guildwars2.com/file/1D05D1EE04E16E69710E1EAB11AC466BBF105778/219347.png,5,356,942
Sealed Package of Snowballs,Open this package to create several snowballs that can hit anyone else holding a snowball.,Consumable,Basic,0,24,https://render.guildwars2.com/file/1D05D1EE04E16E69710E1EAB11AC466BBF105778/219347.png,1,357,5
Sealed Package of Snowballs,Open this package to create several snowballs that can hit anyone else holding a snowball.,Consumable,Basic,0,24,https://render.guildwars2.com/file/1D05D1EE04E16E69710E1EAB11AC466BBF105778/219347.png,2,358,4
Sealed Package of Snowballs,Open this package to create several snowballs that can hit anyone else holding a snowball.,Consumable,Basic,0,24,https://render.guildwars2.com/file/1D05D1EE04E16E69710E1EAB11AC466BBF105778/219347.png,2,359,16
Sealed Package of Snowballs,Open this package to create several snowballs that can hit anyone else holding a snowball.,Consumable,Basic,0,24,https://render.guildwars2.com/file/1D05D1EE04E16E69710E1EAB11AC466BBF105778/219347.png,3,360,19
Sealed Package of Snowballs,Open this package to create several snowballs that can hit anyone else holding a snowball.,Consumable,Basic,0,24,https://render.guildwars2.com/file/1D05D1EE04E16E69710E1EAB11AC466BBF105778/219347.png,4,361,15
Sealed Package of Snowballs,Open this package to create several snowballs that can hit anyone else holding a snowball.,Consumable,Basic,0,24,https://render.guildwars2.com/file/1D05D1EE04E16E69710E1EAB11AC466BBF105778/219347.png,1,362,10
Sealed Package of Snowballs,Open this package to create several snowballs that can hit anyone else holding a snowball.,Consumable,Basic,0,24,https://render.guildwars2.com/file/1D05D1EE04E16E69710E1EAB11AC466BBF105778/219347.png,1,363,1
Sealed Package of Snowballs,Open this package to create several snowballs that can hit anyone else holding a snowball.,Consumable,Basic,0,24,https://render.guildwars2.com/file/1D05D1EE04E16E69710E1EAB11AC466BBF105778/219347.png,8,364,189
Sealed Package of Snowballs,Open this package to create several snowballs that can hit anyone else holding a snowball.,Consumable,Basic,0,24,https://render.guildwars2.com/file/1D05D1EE04E16E69710E1EAB11AC466BBF105778/219347.png,5,365,7
Sealed Package of Snowballs,Open this package to create several snowballs that can hit anyone else holding a snowball.,Consumable,Basic,0,24,https://render.guildwars2.com/file/1D05D1EE04E16E69710E1EAB11AC466BBF105778/219347.png,9,366,39
Sealed Package of Snowballs,Open this package to create several snowballs that can hit anyone else holding a snowball.,Consumable,Basic,0,24,https://render.guildwars2.com/file/1D05D1EE04E16E69710E1EAB11AC466BBF105778/219347.png,3,367,4
Sealed Package of Snowballs,Open this package to create several snowballs that can hit anyone else holding a snowball.,Consumable,Basic,0,24,https://render.guildwars2.com/file/1D05D1EE04E16E69710E1EAB11AC466BBF105778/219347.png,3,368,7
Sealed Package of Snowballs,Open this package to create several snowballs that can hit anyone else holding a snowball.,Consumable,Basic,0,24,https://render.guildwars2.com/file/1D05D1EE04E16E69710E1EAB11AC466BBF105778/219347.png,7,369,257
Sealed Package of Snowballs,Open this package to create several snowballs that can hit anyone else holding a snowball.,Consumable,Basic,0,24,https://render.guildwars2.com/file/1D05D1EE04E16E69710E1EAB11AC466BBF105778/219347.png,5,370,5
Sealed Package of Snowballs,Open this package to create several snowballs that can hit anyone else holding a snowball.,Consumable,Basic,0,24,https://render.guildwars2.com/file/1D05D1EE04E16E69710E1EAB11AC466BBF105778/219347.png,7,372,93
Sealed Package of Snowballs,Open this package to create several snowballs that can hit anyone else holding a snowball.,Consumable,Basic,0,24,https://render.guildwars2.com/file/1D05D1EE04E16E69710E1EAB11AC466BBF105778/219347.png,5,373,159
Sealed Package of Snowballs,Open this package to create several snowballs that can hit anyone else holding a snowball.,Consumable,Basic,0,24,https://render.guildwars2.com/file/1D05D1EE04E16E69710E1EAB11AC466BBF105778/219347.png,6,374,9
Sealed Package of Snowballs,Open this package to create several snowballs that can hit anyone else holding a snowball.,Consumable,Basic,0,24,https://render.guildwars2.com/file/1D05D1EE04E16E69710E1EAB11AC466BBF105778/219347.png,9,375,263
Sealed Package of Snowballs,Open this package to create several snowballs that can hit anyone else holding a snowball.,Consumable,Basic,0,24,https://render.guildwars2.com/file/1D05D1EE04E16E69710E1EAB11AC466BBF105778/219347.png,4,376,4
Sealed Package of Snowballs,Open this package to create several snowballs that can hit anyone else holding a snowball.,Consumable,Basic,0,24,https://render.guildwars2.com/file/1D05D1EE04E16E69710E1EAB11AC466BBF105778/219347.png,4,377,8
Sealed Package of Snowballs,Open this package to create several snowballs that can hit anyone else holding a snowball.,Consumable,Basic,0,24,https://render.guildwars2.com/file/1D05D1EE04E16E69710E1EAB11AC466BBF105778/219347.png,5,378,7
Sealed Package of Snowballs,Open this package to create several snowballs that can hit anyone else holding a snowball.,Consumable,Basic,0,24,https://render.guildwars2.com/file/1D05D1EE04E16E69710E1EAB11AC466BBF105778/219347.png,2,379,5
Sealed Package of Snowballs,Open this package to create several snowballs that can hit anyone else holding a snowball.,Consumable,Basic,0,24,https://render.guildwars2.com/file/1D05D1EE04E16E69710E1EAB11AC466BBF105778/219347.png,3,380,5
Sealed Package of Snowballs,Open this package to create several snowballs that can hit anyone else holding a snowball.,Consumable,Basic,0,24,https://render.guildwars2.com/file/1D05D1EE04E16E69710E1EAB11AC466BBF105778/219347.png,6,384,365
Sealed Package of Snowballs,Open this package to create several snowballs that can hit anyone else holding a snowball.,Consumable,Basic,0,24,https://render.guildwars2.com/file/1D05D1EE04E16E69710E1EAB11AC466BBF105778/219347.png,5,385,20
Sealed Package of Snowballs,Open this package to create several snowballs that can hit anyone else holding a snowball.,Consumable,Basic,0,24,https://render.guildwars2.com/file/1D05D1EE04E16E69710E1EAB11AC466BBF105778/219347.png,11,386,386
Sealed Package of Snowballs,Open this package to create several snowballs that can hit anyone else holding a snowball.,Consumable,Basic,0,24,https://render.guildwars2.com/file/1D05D1EE04E16E69710E1EAB11AC466BBF105778/219347.png,41,387,2926
Sealed Package of Snowballs,Open this package to create several snowballs that can hit anyone else holding a snowball.,Consumable,Basic,0,24,https://render.guildwars2.com/file/1D05D1EE04E16E69710E1EAB11AC466BBF105778/219347.png,5,388,36
Sealed Package of Snowballs,Open this package to create several snowballs that can hit anyone else holding a snowball.,Consumable,Basic,0,24,https://render.guildwars2.com/file/1D05D1EE04E16E69710E1EAB11AC466BBF105778/219347.png,8,389,35
Sealed Package of Snowballs,Open this package to create several snowballs that can hit anyone else holding a snowball.,Consumable,Basic,0,24,https://render.guildwars2.com/file/1D05D1EE04E16E69710E1EAB11AC466BBF105778/219347.png,8,391,15
Sealed Package of Snowballs,Open this package to create several snowballs that can hit anyone else holding a snowball.,Consumable,Basic,0,24,https://render.guildwars2.com/file/1D05D1EE04E16E69710E1EAB11AC466BBF105778/219347.png,6,392,13
Sealed Package of Snowballs,Open this package to create several snowballs that can hit anyone else holding a snowball.,Consumable,Basic,0,24,https://render.guildwars2.com/file/1D05D1EE04E16E69710E1EAB11AC466BBF105778/219347.png,5,393,19
Sealed Package of Snowballs,Open this package to create several snowballs that can hit anyone else holding a snowball.,Consumable,Basic,0,24,https://render.guildwars2.com/file/1D05D1EE04E16E69710E1EAB11AC466BBF105778/219347.png,6,394,246
Sealed Package of Snowballs,Open this package to create several snowballs that can hit anyone else holding a snowball.,Consumable,Basic,0,24,https://render.guildwars2.com/file/1D05D1EE04E16E69710E1EAB11AC466BBF105778/219347.png,7,395,18
Sealed Package of Snowballs,Open this package to create several snowballs that can hit anyone else holding a snowball.,Consumable,Basic,0,24,https://render.guildwars2.com/file/1D05D1EE04E16E69710E1EAB11AC466BBF105778/219347.png,13,396,139
Sealed Package of Snowballs,Open this package to create several snowballs that can hit anyone else holding a snowball.,Consumable,Basic,0,24,https://render.guildwars2.com/file/1D05D1EE04E16E69710E1EAB11AC466BBF105778/219347.png,3,398,3
Sealed Package of Snowballs,Open this package to create several snowballs that can hit anyone else holding a snowball.,Consumable,Basic,0,24,https://render.guildwars2.com/file/1D05D1EE04E16E69710E1EAB11AC466BBF105778/219347.png,24,400,1477
Sealed Package of Snowballs,Open this package to create several snowballs that can hit anyone else holding a snowball.,Consumable,Basic,0,24,https://render.guildwars2.com/file/1D05D1EE04E16E69710E1EAB11AC466BBF105778/219347.png,4,401,10
Sealed Package of Snowballs,Open this package to create several snowballs that can hit anyone else holding a snowball.,Consumable,Basic,0,24,https://render.guildwars2.com/file/1D05D1EE04E16E69710E1EAB11AC466BBF105778/219347.png,3,402,4
Sealed Package of Snowballs,Open this package to create several snowballs that can hit anyone else holding a snowball.,Consumable,Basic,0,24,https://render.guildwars2.com/file/1D05D1EE04E16E69710E1EAB11AC466BBF105778/219347.png,2,403,63
Sealed Package of Snowballs,Open this package to create several snowballs that can hit anyone else holding a snowball.,Consumable,Basic,0,24,https://render.guildwars2.com/file/1D05D1EE04E16E69710E1EAB11AC466BBF105778/219347.png,1,404,14
Sealed Package of Snowballs,Open this package to create several snowballs that can hit anyone else holding a snowball.,Consumable,Basic,0,24,https://render.guildwars2.com/file/1D05D1EE04E16E69710E1EAB11AC466BBF105778/219347.png,1,405,1
Sealed Package of Snowballs,Open this package to create several snowballs that can hit anyone else holding a snowball.,Consumable,Basic,0,24,https://render.guildwars2.com/file/1D05D1EE04E16E69710E1EAB11AC466BBF105778/219347.png,1,406,21
Sealed Package of Snowballs,Open this package to create several snowballs that can hit anyone else holding a snowball.,Consumable,Basic,0,24,https://render.guildwars2.com/file/1D05D1EE04E16E69710E1EAB11AC466BBF105778/219347.png,1,408,66
Sealed Package of Snowballs,Open this package to create several snowballs that can hit anyone else holding a snowball.,Consumable,Basic,0,24,https://render.guildwars2.com/file/1D05D1EE04E16E69710E1EAB11AC466BBF105778/219347.png,1,409,1
Sealed Package of Snowballs,Open this package to create several snowballs that can hit anyone else holding a snowball.,Consumable,Basic,0,24,https://render.guildwars2.com/file/1D05D1EE04E16E69710E1EAB11AC466BBF105778/219347.png,3,410,5
Sealed Package of Snowballs,Open this package to create several snowballs that can hit anyone else holding a snowball.,Consumable,Basic,0,24,https://render.guildwars2.com/file/1D05D1EE04E16E69710E1EAB11AC466BBF105778/219347.png,1,411,1
Sealed Package of Snowballs,Open this package to create several snowballs that can hit anyone else holding a snowball.,Consumable,Basic,0,24,https://render.guildwars2.com/file/1D05D1EE04E16E69710E1EAB11AC466BBF105778/219347.png,4,414,5
Sealed Package of Snowballs,Open this package to create several snowballs that can hit anyone else holding a snowball.,Consumable,Basic,0,24,https://render.guildwars2.com/file/1D05D1EE04E16E69710E1EAB11AC466BBF105778/219347.png,5,415,510
Sealed Package of Snowballs,Open this package to create several snowballs that can hit anyone else holding a snowball.,Consumable,Basic,0,24,https://render.guildwars2.com/file/1D05D1EE04E16E69710E1EAB11AC466BBF105778/219347.png,3,416,5
Sealed Package of Snowballs,Open this package to create several snowballs that can hit anyone else holding a snowball.,Consumable,Basic,0,24,https://render.guildwars2.com/file/1D05D1EE04E16E69710E1EAB11AC466BBF105778/219347.png,4,417,8
Sealed Package of Snowballs,Open this package to create several snowballs that can hit anyone else holding a snowball.,Consumable,Basic,0,24,https://render.guildwars2.com/file/1D05D1EE04E16E69710E1EAB11AC466BBF105778/219347.png,3,418,8
Sealed Package of Snowballs,Open this package to create several snowballs that can hit anyone else holding a snowball.,Consumable,Basic,0,24,https://render.guildwars2.com/file/1D05D1EE04E16E69710E1EAB11AC466BBF105778/219347.png,1,419,2
Sealed Package of Snowballs,Open this package to create several snowballs that can hit anyone else holding a snowball.,Consumable,Basic,0,24,https://render.guildwars2.com/file/1D05D1EE04E16E69710E1EAB11AC466BBF105778/219347.png,6,420,15
Sealed Package of Snowballs,Open this package to create several snowballs that can hit anyone else holding a snowball.,Consumable,Basic,0,24,https://render.guildwars2.com/file/1D05D1EE04E16E69710E1EAB11AC466BBF105778/219347.png,1,421,1
Sealed Package of Snowballs,Open this package to create several snowballs that can hit anyone else holding a snowball.,Consumable,Basic,0,24,https://render.guildwars2.com/file/1D05D1EE04E16E69710E1EAB11AC466BBF105778/219347.png,3,422,6
Sealed Package of Snowballs,Open this package to create several snowballs that can hit anyone else holding a snowball.,Consumable,Basic,0,24,https://render.guildwars2.com/file/1D05D1EE04E16E69710E1EAB11AC466BBF105778/219347.png,2,423,4
Sealed Package of Snowballs,Open this package to create several snowballs that can hit anyone else holding a snowball.,Consumable,Basic,0,24,https://render.guildwars2.com/file/1D05D1EE04E16E69710E1EAB11AC466BBF105778/219347.png,2,424,3
Sealed Package of Snowballs,Open this package to create several snowballs that can hit anyone else holding a snowball.,Consumable,Basic,0,24,https://render.guildwars2.com/file/1D05D1EE04E16E69710E1EAB11AC466BBF105778/219347.png,1,425,1
Sealed Package of Snowballs,Open this package to create several snowballs that can hit anyone else holding a snowball.,Consumable,Basic,0,24,https://render.guildwars2.com/file/1D05D1EE04E16E69710E1EAB11AC466BBF105778/219347.png,3,426,12
Sealed Package of Snowballs,Open this package to create several snowballs that can hit anyone else holding a snowball.,Consumable,Basic,0,24,https://render.guildwars2.com/file/1D05D1EE04E16E69710E1EAB11AC466BBF105778/219347.png,3,427,7
Sealed Package of Snowballs,Open this package to create several snowballs that can hit anyone else holding a snowball.,Consumable,Basic,0,24,https://render.guildwars2.com/file/1D05D1EE04E16E69710E1EAB11AC466BBF105778/219347.png,2,428,2
Sealed Package of Snowballs,Open this package to create several snowballs that can hit anyone else holding a snowball.,Consumable,Basic,0,24,https://render.guildwars2.com/file/1D05D1EE04E16E69710E1EAB11AC466BBF105778/219347.png,41,429,6675
Sealed Package of Snowballs,Open this package to create several snowballs that can hit anyone else holding a snowball.,Consumable,Basic,0,24,https://render.guildwars2.com/file/1D05D1EE04E16E69710E1EAB11AC466BBF105778/219347.png,9,430,54
Sealed Package of Snowballs,Open this package to create several snowballs that can hit anyone else holding a snowball.,Consumable,Basic,0,24,https://render.guildwars2.com/file/1D05D1EE04E16E69710E1EAB11AC466BBF105778/219347.png,3,432,6
Sealed Package of Snowballs,Open this package to create several snowballs that can hit anyone else holding a snowball.,Consumable,Basic,0,24,https://render.guildwars2.com/file/1D05D1EE04E16E69710E1EAB11AC466BBF105778/219347.png,4,433,4
Sealed Package of Snowballs,Open this package to create several snowballs that can hit anyone else holding a snowball.,Consumable,Basic,0,24,https://render.guildwars2.com/file/1D05D1EE04E16E69710E1EAB11AC466BBF105778/219347.png,34,434,2797
Sealed Package of Snowballs,Open this package to create several snowballs that can hit anyone else holding a snowball.,Consumable,Basic,0,24,https://render.guildwars2.com/file/1D05D1EE04E16E69710E1EAB11AC466BBF105778/219347.png,9,435,516
Sealed Package of Snowballs,Open this package to create several snowballs that can hit anyone else holding a snowball.,Consumable,Basic,0,24,https://render.guildwars2.com/file/1D05D1EE04E16E69710E1EAB11AC466BBF105778/219347.png,1,439,8
Sealed Package of Snowballs,Open this package to create several snowballs that can hit anyone else holding a snowball.,Consumable,Basic,0,24,https://render.guildwars2.com/file/1D05D1EE04E16E69710E1EAB11AC466BBF105778/219347.png,9,440,17
Sealed Package of Snowballs,Open this package to create several snowballs that can hit anyone else holding a snowball.,Consumable,Basic,0,24,https://render.guildwars2.com/file/1D05D1EE04E16E69710E1EAB11AC466BBF105778/219347.png,5,442,10
Sealed Package of Snowballs,Open this package to create several snowballs that can hit anyone else holding a snowball.,Consumable,Basic,0,24,https://render.guildwars2.com/file/1D05D1EE04E16E69710E1EAB11AC466BBF105778/219347.png,7,443,240
Sealed Package of Snowballs,Open this package to create several snowballs that can hit anyone else holding a snowball.,Consumable,Basic,0,24,https://render.guildwars2.com/file/1D05D1EE04E16E69710E1EAB11AC466BBF105778/219347.png,11,444,836
Sealed Package of Snowballs,Open this package to create several snowballs that can hit anyone else holding a snowball.,Consumable,Basic,0,24,https://render.guildwars2.com/file/1D05D1EE04E16E69710E1EAB11AC466BBF105778/219347.png,4,448,19
Sealed Package of Snowballs,Open this package to create several snowballs that can hit anyone else holding a snowball.,Consumable,Basic,0,24,https://render.guildwars2.com/file/1D05D1EE04E16E69710E1EAB11AC466BBF105778/219347.png,1,449,2
Sealed Package of Snowballs,Open this package to create several snowballs that can hit anyone else holding a snowball.,Consumable,Basic,0,24,https://render.guildwars2.com/file/1D05D1EE04E16E69710E1EAB11AC466BBF105778/219347.png,11,450,25
Sealed Package of Snowballs,Open this package to create several snowballs that can hit anyone else holding a snowball.,Consumable,Basic,0,24,https://render.guildwars2.com/file/1D05D1EE04E16E69710E1EAB11AC466BBF105778/219347.png,2,451,2
Sealed Package of Snowballs,Open this package to create several snowballs that can hit anyone else holding a snowball.,Consumable,Basic,0,24,https://render.guildwars2.com/file/1D05D1EE04E16E69710E1EAB11AC466BBF105778/219347.png,8,452,110
Sealed Package of Snowballs,Open this package to create several snowballs that can hit anyone else holding a snowball.,Consumable,Basic,0,24,https://render.guildwars2.com/file/1D05D1EE04E16E69710E1EAB11AC466BBF105778/219347.png,10,453,471
Sealed Package of Snowballs,Open this package to create several snowballs that can hit anyone else holding a snowball.,Consumable,Basic,0,24,https://render.guildwars2.com/file/1D05D1EE04E16E69710E1EAB11AC466BBF105778/219347.png,15,454,1633
Sealed Package of Snowballs,Open this package to create several snowballs that can hit anyone else holding a snowball.,Consumable,Basic,0,24,https://render.guildwars2.com/file/1D05D1EE04E16E69710E1EAB11AC466BBF105778/219347.png,2,455,2
Sealed Package of Snowballs,Open this package to create several snowballs that can hit anyone else holding a snowball.,Consumable,Basic,0,24,https://render.guildwars2.com/file/1D05D1EE04E16E69710E1EAB11AC466BBF105778/219347.png,6,456,11
Sealed Package of Snowballs,Open this package to create several snowballs that can hit anyone else holding a snowball.,Consumable,Basic,0,24,https://render.guildwars2.com/file/1D05D1EE04E16E69710E1EAB11AC466BBF105778/219347.png,4,457,61
Sealed Package of Snowballs,Open this package to create several snowballs that can hit anyone else holding a snowball.,Consumable,Basic,0,24,https://render.guildwars2.com/file/1D05D1EE04E16E69710E1EAB11AC466BBF105778/219347.png,3,459,6
Sealed Package of Snowballs,Open this package to create several snowballs that can hit anyone else holding a snowball.,Consumable,Basic,0,24,https://render.guildwars2.com/file/1D05D1EE04E16E69710E1EAB11AC466BBF105778/219347.png,10,460,21
Sealed Package of Snowballs,Open this package to create several snowballs that can hit anyone else holding a snowball.,Consumable,Basic,0,24,https://render.guildwars2.com/file/1D05D1EE04E16E69710E1EAB11AC466BBF105778/219347.png,4,461,27
Sealed Package of Snowballs,Open this package to create several snowballs that can hit anyone else holding a snowball.,Consumable,Basic,0,24,https://render.guildwars2.com/file/1D05D1EE04E16E69710E1EAB11AC466BBF105778/219347.png,4,463,273
Sealed Package of Snowballs,Open this package to create several snowballs that can hit anyone else holding a snowball.,Consumable,Basic,0,24,https://render.guildwars2.com/file/1D05D1EE04E16E69710E1EAB11AC466BBF105778/219347.png,2,465,8
Sealed Package of Snowballs,Open this package to create several snowballs that can hit anyone else holding a snowball.,Consumable,Basic,0,24,https://render.guildwars2.com/file/1D05D1EE04E16E69710E1EAB11AC466BBF105778/219347.png,2,466,9
Sealed Package of Snowballs,Open this package to create several snowballs that can hit anyone else holding a snowball.,Consumable,Basic,0,24,https://render.guildwars2.com/file/1D05D1EE04E16E69710E1EAB11AC466BBF105778/219347.png,6,467,1041
Sealed Package of Snowballs,Open this package to create several snowballs that can hit anyone else holding a snowball.,Consumable,Basic,0,24,https://render.guildwars2.com/file/1D05D1EE04E16E69710E1EAB11AC466BBF105778/219347.png,2,468,6
Sealed Package of Snowballs,Open this package to create several snowballs that can hit anyone else holding a snowball.,Consumable,Basic,0,24,https://render.guildwars2.com/file/1D05D1EE04E16E69710E1EAB11AC466BBF105778/219347.png,2,469,4
Sealed Package of Snowballs,Open this package to create several snowballs that can hit anyone else holding a snowball.,Consumable,Basic,0,24,https://render.guildwars2.com/file/1D05D1EE04E16E69710E1EAB11AC466BBF105778/219347.png,4,470,396
Sealed Package of Snowballs,Open this package to create several snowballs that can hit anyone else holding a snowball.,Consumable,Basic,0,24,https://render.guildwars2.com/file/1D05D1EE04E16E69710E1EAB11AC466BBF105778/219347.png,2,472,2
Sealed Package of Snowballs,Open this package to create several snowballs that can hit anyone else holding a snowball.,Consumable,Basic,0,24,https://render.guildwars2.com/file/1D05D1EE04E16E69710E1EAB11AC466BBF105778/219347.png,1,474,1
Sealed Package of Snowballs,Open this package to create several snowballs that can hit anyone else holding a snowball.,Consumable,Basic,0,24,https://render.guildwars2.com/file/1D05D1EE04E16E69710E1EAB11AC466BBF105778/219347.png,2,475,7
Sealed Package of Snowballs,Open this package to create several snowballs that can hit anyone else holding a snowball.,Consumable,Basic,0,24,https://render.guildwars2.com/file/1D05D1EE04E16E69710E1EAB11AC466BBF105778/219347.png,5,477,8
Sealed Package of Snowballs,Open this package to create several snowballs that can hit anyone else holding a snowball.,Consumable,Basic,0,24,https://render.guildwars2.com/file/1D05D1EE04E16E69710E1EAB11AC466BBF105778/219347.png,2,478,2
Sealed Package of Snowballs,Open this package to create several snowballs that can hit anyone else holding a snowball.,Consumable,Basic,0,24,https://render.guildwars2.com/file/1D05D1EE04E16E69710E1EAB11AC466BBF105778/219347.png,1,479,1
Sealed Package of Snowballs,Open this package to create several snowballs that can hit anyone else holding a snowball.,Consumable,Basic,0,24,https://render.guildwars2.com/file/1D05D1EE04E16E69710E1EAB11AC466BBF105778/219347.png,8,480,40
Sealed Package of Snowballs,Open this package to create several snowballs that can hit anyone else holding a snowball.,Consumable,Basic,0,24,https://render.guildwars2.com/file/1D05D1EE04E16E69710E1EAB11AC466BBF105778/219347.png,10,482,2500
Sealed Package of Snowballs,Open this package to create several snowballs that can hit anyone else holding a snowball.,Consumable,Basic,0,24,https://render.guildwars2.com/file/1D05D1EE04E16E69710E1EAB11AC466BBF105778/219347.png,10,483,32
Sealed Package of Snowballs,Open this package to create several snowballs that can hit anyone else holding a snowball.,Consumable,Basic,0,24,https://render.guildwars2.com/file/1D05D1EE04E16E69710E1EAB11AC466BBF105778/219347.png,5,484,8
Sealed Package of Snowballs,Open this package to create several snowballs that can hit anyone else holding a snowball.,Consumable,Basic,0,24,https://render.guildwars2.com/file/1D05D1EE04E16E69710E1EAB11AC466BBF105778/219347.png,6,486,85
Sealed Package of Snowballs,Open this package to create several snowballs that can hit anyone else holding a snowball.,Consumable,Basic,0,24,https://render.guildwars2.com/file/1D05D1EE04E16E69710E1EAB11AC466BBF105778/219347.png,3,487,248
